N,P,K,temperature,humidity,ph,rainfall,label
89.0,20.2,28.9,25.0,52.9,7.2,188.9,coffee
89.2,20.2,26.5,25.7,54.9,6.6,120.3,coffee
87.2,33.1,31.3,24.8,53.8,6.8,123.6,coffee
112.5,20.8,30.8,26.0,67.5,7.0,144.8,coffee
108.1,27.3,27.6,23.2,57.4,6.2,152.2,coffee
82.7,27.7,29.1,23.5,58.4,5.9,173.2,coffee
97.2,33.4,25.4,23.8,61.1,6.3,197.3,coffee
77.7,28.7,31.1,26.2,60.3,6.5,181.0,coffee
116.8,22.3,27.8,23.6,58.9,6.4,170.8,coffee
88.1,15.7,28.3,23.4,66.8,6.2,135.5,coffee
113.5,25.7,31.7,27.4,56.9,6.6,130.4,coffee
102.8,32.5,26.1,23.7,59.7,7.3,136.1,coffee
100.0,21.4,27.0,21.8,69.0,6.2,188.9,coffee
83.8,36.0,29.7,26.0,67.6,6.1,123.1,coffee
106.3,32.2,30.0,26.8,66.5,6.5,165.2,coffee
93.3,19.9,31.5,26.3,53.4,7.0,154.3,coffee
100.7,13.0,28.7,23.5,66.1,6.9,138.3,coffee
105.3,31.1,33.8,24.8,56.1,6.6,187.5,coffee
99.3,32.8,30.6,28.1,61.3,6.3,129.4,coffee
85.1,32.8,22.9,27.6,62.0,6.1,157.9,coffee
83.9,24.3,32.3,27.4,65.5,6.6,168.0,coffee
120.0,15.6,33.7,28.2,61.0,6.8,192.9,coffee
109.4,16.7,26.0,23.8,61.9,7.1,205.3,coffee
115.0,33.5,31.1,26.3,52.7,6.8,202.3,coffee
94.3,31.0,28.5,26.0,68.8,6.7,190.0,coffee
99.2,24.3,29.7,27.5,54.5,7.1,198.0,coffee
113.8,35.2,26.4,27.0,53.7,6.8,190.2,coffee
116.0,17.8,27.3,24.7,57.8,7.5,127.6,coffee
78.6,23.9,32.0,24.7,51.6,6.8,135.7,coffee
82.6,13.2,24.0,26.4,66.6,6.9,191.2,coffee
112.0,13.9,27.7,25.7,64.1,7.2,165.6,coffee
98.8,23.5,33.9,26.3,54.1,6.1,182.4,coffee
114.6,26.3,26.3,24.8,68.4,6.7,166.3,coffee
100.4,23.5,29.2,27.0,61.4,7.4,145.3,coffee
108.0,14.1,34.4,23.0,56.3,6.1,193.2,coffee
94.9,16.6,28.1,24.2,65.7,6.7,174.0,coffee
79.2,22.1,26.3,23.3,64.0,7.6,122.9,coffee
95.1,33.1,34.6,25.3,66.6,6.3,156.9,coffee
118.9,34.6,34.9,26.9,61.4,6.1,184.2,coffee
107.1,22.2,31.4,26.4,61.7,7.2,121.0,coffee
105.3,20.5,28.2,26.1,68.7,6.6,113.1,coffee
90.7,26.4,27.7,23.5,55.9,7.4,187.4,coffee
113.9,31.7,27.3,26.2,62.0,7.0,150.6,coffee
108.8,28.3,32.7,23.5,59.4,6.6,173.6,coffee
94.8,30.6,40.8,25.4,52.8,6.5,160.5,coffee
107.6,34.1,31.0,25.0,69.0,7.1,181.4,coffee
107.2,27.2,26.6,26.3,56.4,6.8,161.0,coffee
82.6,28.9,30.8,27.6,70.8,7.4,185.3,coffee
95.6,29.1,30.2,25.2,52.7,6.5,161.6,coffee
92.2,30.0,25.7,24.8,59.8,7.4,167.3,coffee
82.7,31.4,33.7,26.3,52.9,7.3,178.6,coffee
